"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"EULER HERMES";"FR0004254035";"ELE";"NYSE Euronext Paris";"EUR";"50.77";"51.00";"50.65";"50.85";"07/09/2012 17:35";"CET";"28449";"1447560.85"
"EURASIA FONC INV";"FR0000061475";"MBRE";"NYSE Euronext Paris";"EUR";"0.38";"0.38";"0.38";"0.38";"31/08/2012 16:30";"CET";"1";"0.38"
"EURASIA GROUPE";"FR0010844001";"ALEUA";"NYSE Alternext Paris";"EUR";"9.95";"9.95";"9.95";"9.95";"05/09/2012 11:20";"CET";"10";"99.50"
"EURASIAN NATURAL";"GB00B29BCK10";"ENRCl";"NYSE Arca Europe";"GBP";"295.60";"295.60";"295.60";"295.60";"05/09/2012 10:56";"CET";"498";"147208.80"
"EURAZEO";"FR0000121121";"RF";"NYSE Euronext Paris";"EUR";"35.665";"36.465";"35.665";"36.46";"07/09/2012 17:35";"CET";"48172";"1741635.765"
"EURINNOV";"FR0011035187";"MLERI";"Marché Libre Paris";"EUR";"2.35";"2.35";"2.35";"2.35";"07/09/2012 15:00";"CET";"300";"705.00"
"EURO DISNEY";"FR0010540740";"EDL";"NYSE Euronext Paris";"EUR";"6.33";"6.40";"6.03";"6.06";"07/09/2012 17:35";"CET";"211986";"1321951.13"
"EURO RESSOURCES";"FR0000054678";"EUR";"NYSE Euronext Paris";"EUR";"3.26";"3.33";"3.24";"3.33";"07/09/2012 17:35";"CET";"61467";"200637.98"
"EUROCASTLE INVEST.";"GB00B01C5N27";"ECT";"NYSE Euronext Amsterdam";"EUR";"0.07";"0.07";"0.06";"0.07";"07/09/2012 17:22";"CET";"693101";"43611.56"
"EUROCOMMERCIAL";"NL0000288876";"ECMPA";"NYSE Euronext Amsterdam";"EUR";"28.525";"29.22";"28.525";"28.96";"07/09/2012 17:35";"CET";"153749";"3000897.575"
"EUROFINS BSAR 13";"FR0010292755";"ERFBR";"NYSE Euronext Paris";"EUR";"52.00";"56.48";"52.00";"56.48";"07/09/2012 13:04";"CET";"392";"21364.46"
"EUROFINS BSAR17";"FR0010891796";"ERFBS";"NYSE Euronext Paris";"EUR";"36.50";"38.70";"36.50";"38.70";"07/09/2012 13:43";"CET";"45";"1662.30"
"EUROFINS SCIENT.";"FR0000038259";"ERF";"NYSE Euronext Paris";"EUR";"109.00";"112.80";"108.65";"112.00";"07/09/2012 17:35";"CET";"22410";"2494950.10"
"EUROGERM";"FR0010452474";"ALGEM";"NYSE Alternext Paris";"EUR";"15.80";"15.80";"15.80";"15.80";"07/09/2012 09:00";"CET";"252";"3981.60"
"EUROLAND CORPORATE";"FR0010157115";"MLERO";"Marché Libre Paris";"EUR";"0.50";"0.50";"0.50";"0.50";"31/08/2012 15:00";"CET";"2500";"1250.00"
"EUROMEDIS GROUPE";"FR0000075343";"EMG";"NYSE Euronext Paris";"EUR";"4.81";"4.81";"4.81";"4.81";"07/09/2012 15:48";"CET";"451";"2169.31"
"EUROMONEY INST INV";"GB0006886666";"ERMl";"NYSE Arca Europe";"GBP";"796.50";"796.50";"796.50";"796.50";"23/07/2012 09:54";"CET";"4";"3186.00"
"EURONAV";"BE0003816338";"EURN";"NYSE Euronext Brussels";"EUR";"4.92";"5.10";"4.80";"5.10";"07/09/2012 17:35";"CET";"40363";"202031.32"
"EUROPACORP";"FR0010490920";"ECP";"NYSE Euronext Paris";"EUR";"2.70";"2.86";"2.70";"2.78";"07/09/2012 17:20";"CET";"6883";"19161.58"
"EUROPLASMA";"FR0000044810";"ALEUP";"NYSE Alternext Paris";"EUR";"1.73";"1.75";"1.71";"1.74";"07/09/2012 17:29";"CET";"13735";"23765.38"
"EUROPLASMA PREF";"FR0010934216";"ALEPP";"NYSE Alternext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"EUROSIC";"FR0000038200";"ERSC";"NYSE Euronext Paris";"EUR";"32.20";"32.20";"32.15";"32.15";"07/09/2012 09:05";"CET";"2";"64.35"
"EUTELSAT COMMUNIC.";"FR0010221234";"ETL";"NYSE Euronext Paris";"EUR";"24.55";"25.35";"24.51";"25.255";"07/09/2012 17:35";"CET";"468090";"11764131.84"
"EVADIX";"BE0003840577";"ALEVA";"NYSE Alternext Brussels";"EUR";"0.27";"0.27";"0.27";"0.27";"24/08/2012 15:30";"CET";"4000";"1080.00"
"EVERSET";"FR0000044745";"MLEVE";"Marché Libre Paris";"EUR";"3.25";"3.25";"3.25";"3.25";"05/01/2012 15:00";"CET";"556";"1807.00"
"EVN";"AT0000741053";"EVNv";"NYSE Arca Europe";"EUR";"10.56";"10.56";"10.56";"10.56";"29/08/2012 17:29";"CET";"120";"1267.20"
"EVOLIS";"FR0004166197";"ALTVO";"NYSE Alternext Paris";"EUR";"16.01";"16.01";"15.51";"15.75";"07/09/2012 17:35";"CET";"1640";"25750.02"
"EVRAZ PLC";"GB00B71N6K86";"EVRAl";"NYSE Arca Europe";"GBP";"222.00";"222.00";"222.00";"222.00";"04/09/2012 14:20";"CET";"446";"99012.00"
"EVS BROADC.EQUIPM.";"BE0003820371";"EVS";"NYSE Euronext Brussels";"EUR";"39.00";"40.40";"38.92";"40.40";"07/09/2012 17:35";"CET";"43563";"1718753.92"
"EXACOMPTA CLAIREF.";"FR0000064164";"EXAC";"NYSE Euronext Paris";"EUR";"50.55";"50.55";"50.55";"50.55";"07/09/2012 16:30";"CET";"75";"3791.25"
"EXACT HOLDING";"NL0000350361";"EXACT";"NYSE Euronext Amsterdam";"EUR";"17.135";"17.145";"16.81";"17.145";"07/09/2012 17:35";"CET";"2434";"41425.215"
"EXEL INDUSTRIES";"FR0004527638";"EXE";"NYSE Euronext Paris";"EUR";"33.59";"33.85";"33.59";"33.85";"07/09/2012 16:18";"CET";"168";"5679.74"
"EXELON";"US30161N1019";"EXCn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"EXILLON ENERGY";"IM00B58FMW76";"EXIl";"NYSE Arca Europe";"GBP";"98.00";"98.00";"98.00";"98.00";"08/06/2012 10:25";"CET";"1300";"127400.00"
"EXMAR";"BE0003808251";"EXM";"NYSE Euronext Brussels";"EUR";"5.85";"5.89";"5.70";"5.78";"07/09/2012 17:35";"CET";"34935";"202393.95"
"EXMAR STR VVPR (D)";"BE0005633079";"EXMS";"NYSE Euronext Brussels";"EUR";"0.002";"0.002";"0.002";"0.002";"07/09/2012 15:00";"CET";"48985";"97.97"
"EXONHIT";"FR0004054427";"ALEHT";"NYSE Alternext Paris";"EUR";"1.07";"1.17";"1.07";"1.12";"07/09/2012 17:29";"CET";"388732";"440119.90"
"EXOR ORD";"IT0001353140";"EXOm";"NYSE Arca Europe";"EUR";"18.98";"18.98";"18.98";"18.98";"06/09/2012 11:46";"CET";"65";"1233.70"
"EXPERIAN";"GB00B19NLV48";"EXPNl";"NYSE Arca Europe";"GBP";"1022.00";"1022.00";"1022.00";"1022.00";"07/09/2012 12:39";"CET";"194";"198268.00"
"EXPLOS.PROD.CHI.PF";"FR0000037343";"EPCP";"NYSE Euronext Paris";"EUR";"190.00";"190.00";"190.00";"190.00";"06/09/2012 16:56";"CET";"50";"9500.00"
"EXPLOSIFS PROD.CHI";"FR0000039026";"EXPL";"NYSE Euronext Paris";"EUR";"204.00";"204.00";"204.00";"204.00";"07/09/2012 11:30";"CET";"10";"2040.00"
"EXXON MOBIL";"US30231G1022";"XOMn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"F AND C COMMERCIAL";"GG00B4ZPCJ00";"FCPTl";"NYSE Arca Europe";"GBP";"106.00";"106.00";"106.00";"106.00";"31/07/2012 15:18";"CET";"1052";"212000.00"
"F&C ASSET MANAGEMT";"GB0004658141";"FCAMl";"NYSE Arca Europe";"GBP";"86.30";"86.30";"86.30";"86.30";"27/07/2012 16:42";"CET";"3000";"258900.00"
"F. & C. INV.TRUST";"GB0003466074";"FRCLl";"NYSE Arca Europe";"GBP";"303.80";"303.80";"303.80";"303.80";"18/07/2012 11:51";"CET";"154";"46785.20"
"F.RAMA";"PTFRV0AE0004";"RAM";"NYSE Euronext Lisbon";"EUR";"0.65";"0.68";"0.65";"0.66";"07/09/2012 21:44";"BST";"7475";"5012.25"
"FACILASOL GROUP";"FR0010627760";"MLFAC";"Marché Libre Paris";"EUR";"1.55";"1.55";"1.55";"1.55";"07/09/2012 15:00";"CET";"75";"116.25"
"FAES FARMA";"ES0134950F36";"FAEe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FAIVELEY TRANSPORT";"FR0000053142";"LEY";"NYSE Euronext Paris";"EUR";"46.50";"48.285";"46.50";"48.25";"07/09/2012 17:35";"CET";"14385";"688415.035"
"FALA";"FR0000064222";"FALA";"NYSE Euronext Paris";"EUR";"5303.30";"5303.30";"5303.30";"5303.30";"14/05/2012 16:30";"CET";"751";"3982778.30"
"FALK RENEWABLES SP";"IT0003198790";"FKRm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FASHION B AIR";"FR0004034593";"ALFBA";"NYSE Alternext Paris";"EUR";"1.53";"1.68";"1.53";"1.68";"05/09/2012 09:35";"CET";"69";"107.07"
"FAURECIA";"FR0000121147";"EO";"NYSE Euronext Paris";"EUR";"14.625";"14.98";"14.425";"14.735";"07/09/2012 17:35";"CET";"528425";"7747558.24"
"FAUVET GIREL";"FR0000063034";"FAUV";"NYSE Euronext Paris";"EUR";"20.01";"20.01";"20.01";"20.01";"04/09/2012 11:30";"CET";"50";"1000.50"
"FAYENC.SARREGUEMI.";"FR0000031973";"FAYE";"NYSE Euronext Paris";"EUR";"56.99";"56.99";"56.99";"56.99";"15/08/2012 11:30";"CET";"1";"56.99"
"FBD HOLDINGS";"IE0003290289";"EG7i";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FDL";"FR0000030181";"FDL";"NYSE Euronext Paris";"EUR";"16.595";"16.595";"16.595";"16.595";"07/09/2012 09:00";"CET";"1";"16.595"
"FEDEX CORP";"US31428X1063";"FDXn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FENALU";"PTFEN0AP0006";"FEN";"Easynext Lisbon";"EUR";"0.10";"0.10";"0.10";"0.10";"16/01/2012 21:30";"BST";"100";"10.00"
"FENNER";"GB0003345054";"FENRl";"NYSE Arca Europe";"GBP";"357.50";"358.80";"352.90";"358.80";"01/08/2012 15:39";"CET";"1700";"605345.00"
"FERCO DEV.";"FR0010071530";"MLFER";"Marché Libre Paris";"EUR";"1.49";"1.49";"1.49";"1.49";"07/09/2012 15:00";"CET";"3000";"4470.00"
"FERM.CAS.MUN.CANNE";"FR0000062101";"FCMC";"NYSE Euronext Paris";"EUR";"1089.00";"1089.00";"1089.00";"1089.00";"07/09/2012 11:30";"CET";"15";"16335.00"
"FERREXPO";"GB00B1XH2C03";"FXPOl";"NYSE Arca Europe";"GBP";"197.80";"197.80";"197.80";"197.80";"21/08/2012 09:00";"CET";"671";"132723.80"
"FERROCARRILES";"ES0121975017";"CAFe";"NYSE Arca Europe";"EUR";"394.80";"394.80";"394.80";"394.80";"01/12/2011 17:20";"CET";"3";"-"
"FERROVIAL";"ES0118900010";"FERe";"NYSE Arca Europe";"EUR";"9.42";"9.42";"9.42";"9.42";"31/08/2012 16:57";"CET";"280";"2637.60"
"FFP";"FR0000064784";"FFP";"NYSE Euronext Paris";"EUR";"27.15";"27.89";"26.50";"27.70";"07/09/2012 17:39";"CET";"12131";"333337.28"
"FHB MORTGAGE BK CO";"HU0000078175";"FHBt";"NYSE Arca Europe";"HUF";"-";"-";"-";"-";"-";"-";"-";"-"
"FIAT";"IT0001976403";"Fm";"NYSE Arca Europe";"EUR";"4.25";"4.25";"4.25";"4.25";"04/09/2012 11:15";"CET";"352";"1496.00"
"FIAT INDUSTRIAL";"IT0004644743";"FIm";"NYSE Arca Europe";"EUR";"8.54";"8.54";"8.50";"8.50";"17/08/2012 17:04";"CET";"525";"15167.10"
"FIAT SPA ORD.RGP";"IT0001976403";"FSOR";"NYSE Euronext Paris";"EUR";"4.50";"4.55";"4.50";"4.55";"07/09/2012 12:36";"CET";"1050";"4750.00"
"FIBERTEX NONWOVENS";"FR0000062739";"FTXNW";"NYSE Euronext Paris";"EUR";"34.00";"34.00";"34.00";"34.00";"07/09/2012 11:31";"CET";"1762";"59908.00"
"FIDELITY CHINA SPC";"GB00B62Z3C74";"FCSSl";"NYSE Arca Europe";"GBP";"71.75";"71.75";"71.75";"71.75";"25/07/2012 16:33";"CET";"800";"57400.00"
"FIDELITY EUROPEAN";"GB0003375820";"FEVl";"NYSE Arca Europe";"GBP";"1084.00";"1090.00";"1084.00";"1090.00";"26/07/2012 15:16";"CET";"308";"334142.00"
"FIDELITY SPEC VALU";"GB0003325106";"FSVl";"NYSE Arca Europe";"GBP";"458.10";"458.10";"458.10";"458.10";"12/09/2011 11:07";"CET";"600";"-"
"FIDESSA GROUP";"GB0007590234";"FDSAl";"NYSE Arca Europe";"GBP";"1408.00";"1408.00";"1408.00";"1408.00";"30/07/2012 11:34";"CET";"200";"281600.00"
"FIDUCIAL OFF.SOL.";"FR0000061418";"SACI";"NYSE Euronext Paris";"EUR";"28.25";"28.25";"28.25";"28.25";"07/09/2012 11:30";"CET";"1";"28.25"
"FIDUCIAL REAL EST.";"FR0000060535";"ORIA";"NYSE Euronext Paris";"EUR";"70.01";"70.01";"70.01";"70.01";"07/09/2012 11:30";"CET";"1";"70.01"
"FIELMANN";"DE0005772206";"FIEd";"NYSE Arca Europe";"EUR";"71.00";"71.00";"71.00";"71.00";"13/12/2011 17:06";"CET";"60";"-"
"FILTRONA";"GB00B0744359";"FLTRl";"NYSE Arca Europe";"GBP";"528.50";"528.50";"526.50";"528.00";"23/08/2012 16:46";"CET";"1280";"3454533.00"
"FIMALAC";"FR0000037947";"FIM";"NYSE Euronext Paris";"EUR";"29.93";"30.35";"29.93";"30.31";"07/09/2012 17:35";"CET";"1355";"40859.73"
"FIN.ETANG BERRE";"FR0000062341";"BERR";"NYSE Euronext Paris";"EUR";"7.95";"7.95";"7.95";"7.95";"07/09/2012 11:30";"CET";"750";"5962.50"
"FIN.ETANG BERRE PF";"FR0000062507";"EBPF";"NYSE Euronext Paris";"EUR";"157.00";"157.00";"157.00";"157.00";"18/05/2012 16:30";"CET";"5";"785.00"
"FIN.OUEST AFRICAIN";"SN0000033192";"FOAF";"NYSE Euronext Paris";"EUR";"2.84";"2.84";"2.84";"2.84";"09/07/2012 11:30";"CET";"136";"386.24"
"FINANCIER CROI INV";"FR0010480517";"MLFCI";"Marché Libre Paris";"EUR";"0.17";"0.17";"0.17";"0.17";"27/08/2012 15:00";"CET";"350";"59.50"
"FINANCIERE MARJOS";"FR0000060824";"FINM";"NYSE Euronext Paris";"EUR";"1.29";"1.29";"1.29";"1.29";"26/01/2011 16:30";"CET";"100";"-"
"FINANCIERE ODET";"FR0000062234";"ODET";"NYSE Euronext Paris";"EUR";"383.70";"389.00";"378.55";"389.00";"07/09/2012 17:35";"CET";"378";"145436.90"
"FINANCIERE SICOMAX";"FR0000066797";"MLSIC";"Marché Libre Paris";"EUR";"10.00";"10.00";"10.00";"10.00";"18/06/2012 15:00";"CET";"11";"110.00"
"FINATIS";"FR0000035123";"FNTS";"NYSE Euronext Paris";"EUR";"60.00";"60.00";"60.00";"60.00";"07/09/2012 11:30";"CET";"165";"9900.00"
"FINAXO";"FR0010487272";"MLFXO";"Marché Libre Paris";"EUR";"6.00";"6.00";"6.00";"6.00";"07/09/2012 15:28";"CET";"965";"5790.00"
"FINEST";"BE0003715290";"FINE";"NYSE Euronext Brussels";"EUR";"4.21";"4.21";"4.21";"4.21";"07/09/2012 15:00";"CET";"10";"42.10"
"FINMECCANICA";"IT0003856405";"FNCm";"NYSE Arca Europe";"EUR";"3.5225";"3.5225";"3.5225";"3.5225";"31/08/2012 10:51";"CET";"405";"1426.6125"
"FIPP";"FR0000038184";"FIPP";"NYSE Euronext Paris";"EUR";"0.16";"0.17";"0.16";"0.16";"07/09/2012 17:15";"CET";"154467";"24764.73"
"FIRSTCAUTION";"CH0120879058";"MLFIR";"Marché Libre Paris";"EUR";"11.00";"11.00";"11.00";"11.00";"08/09/2011 15:00";"CET";"100";"-"
"FIRSTGROUP";"GB0003452173";"FGPl";"NYSE Arca Europe";"GBP";"248.30";"248.30";"248.30";"248.30";"07/09/2012 09:32";"CET";"508";"126136.40"
"FISHER JAMES&SONS";"GB0003395000";"FSJl";"NYSE Arca Europe";"GBP";"-";"-";"-";"-";"-";"-";"-";"-"
"FISIPE";"PTFSP0AE0004";"FSP";"NYSE Euronext Lisbon";"EUR";"0.20";"0.20";"0.18";"0.18";"07/09/2012 21:30";"BST";"13629";"2625.00"
"FITOR";"PTFIT0AP0004";"FIT";"Easynext Lisbon";"EUR";"0.04";"0.04";"0.04";"0.04";"23/11/2009 22:30";"BST";"8";"-"
"FIXINOX (D)";"BE0003881019";"FIX";"Marché Libre Brussels";"EUR";"1.63";"1.63";"1.63";"1.63";"01/09/2011 15:00";"CET";"100";"-"
"FIXINOX ST VV (D)";"BE0005622932";"FIXS";"Marché Libre Brussels";"EUR";"0.01";"0.01";"0.01";"0.01";"05/10/2011 15:30";"CET";"100";"-"
"FLEURY MICHON";"FR0000074759";"FLE";"NYSE Euronext Paris";"EUR";"39.80";"40.10";"39.80";"39.80";"07/09/2012 17:35";"CET";"633";"25253.40"
"FLEXOS (D)";"BE0003885051";"FLEX";"Marché Libre Brussels";"EUR";"5.94";"5.94";"5.94";"5.94";"02/08/2012 15:00";"CET";"2";"11.88"
"FLORIDIENNE";"BE0003215143";"FLOB";"NYSE Euronext Brussels";"EUR";"114.00";"114.00";"114.00";"114.00";"04/09/2012 11:30";"CET";"30";"3420.00"
"FLSMIDTH & CO B";"DK0010234467";"FLSc";"NYSE Arca Europe";"DKK";"346.40";"347.70";"346.40";"347.70";"07/09/2012 16:27";"CET";"98";"162520.10"
"FLUGHAFEN WIEN";"AT0000911805";"FLUv";"NYSE Arca Europe";"EUR";"37.515";"37.515";"37.515";"37.515";"08/06/2011 13:58";"CET";"40";"-"
"FLUXYS BELGIUM D";"BE0974265945";"FLUX";"NYSE Euronext Brussels";"EUR";"31.80";"32.09";"31.53";"31.61";"07/09/2012 17:35";"CET";"1364";"43591.79"
"FMB AQUAPOLE";"FR0010505917";"MLFMB";"Marché Libre Paris";"EUR";"0.39";"0.39";"0.39";"0.39";"19/12/2011 15:00";"CET";"65";"25.35"
"FNG GROUP (D)";"BE0003891117";"FNG";"Marché Libre Brussels";"EUR";"9.40";"9.40";"9.40";"9.40";"02/08/2012 15:00";"CET";"600";"5640.00"
"FOM CON CONTRATAS";"ES0122060314";"FCCe";"NYSE Arca Europe";"EUR";"15.22";"15.22";"15.22";"15.22";"11/04/2012 16:50";"CET";"76";"1156.72"
"FONC EUR LOGISTIQ";"FR0000064305";"FEL";"NYSE Euronext Paris";"EUR";"3.20";"3.20";"3.20";"3.20";"07/09/2012 14:38";"CET";"1099";"3516.80"
"FONC.DES REGIONS";"FR0000064578";"FDR";"NYSE Euronext Paris";"EUR";"55.65";"56.70";"55.50";"56.55";"07/09/2012 17:35";"CET";"42515";"2395114.94"
"FONCIER PARIS BS";"FR0010980045";"FPFBS";"NYSE Euronext Paris";"EUR";"0.71";"0.71";"0.71";"0.71";"09/08/2012 09:07";"CET";"3";"2.13"
"FONCIER PARIS FRAN";"FR0010304329";"FPF";"NYSE Euronext Paris";"EUR";"107.00";"110.49";"106.00";"110.29";"07/09/2012 14:35";"CET";"278";"29724.13"
"FONCIERE 6 ET 7";"FR0010436329";"SRG";"NYSE Euronext Paris";"EUR";"15.90";"15.90";"15.90";"15.90";"07/09/2012 16:30";"CET";"7754";"26012.40"
"FONCIERE 7 INVEST";"FR0000065930";"LEBL";"NYSE Euronext Paris";"EUR";"0.16";"0.16";"0.16";"0.16";"21/08/2012 11:30";"CET";"272";"43.52"
"FONCIERE ATLAND";"FR0000064362";"FATL";"NYSE Euronext Paris";"EUR";"57.01";"57.01";"57.01";"57.01";"07/09/2012 09:00";"CET";"1";"57.01"
"FONCIERE DES MURS";"FR0000060303";"FMU";"NYSE Euronext Paris";"EUR";"17.16";"17.40";"17.15";"17.22";"07/09/2012 17:35";"CET";"2992";"51488.34"
"FONCIERE EURIS";"FR0000038499";"EURS";"NYSE Euronext Paris";"EUR";"37.90";"38.00";"37.90";"38.00";"07/09/2012 16:30";"CET";"76";"2882.90"
"FONCIERE INEA";"FR0010341032";"INEA";"NYSE Euronext Paris";"EUR";"37.99";"37.99";"37.73";"37.99";"07/09/2012 16:31";"CET";"54";"2041.64"
"FONCIERE LYONNAISE";"FR0000033409";"FLY";"NYSE Euronext Paris";"EUR";"34.00";"34.00";"33.50";"33.60";"07/09/2012 17:35";"CET";"606";"20383.10"
"FONCIERE R-PARIS";"FR0000063265";"FFBE";"NYSE Euronext Paris";"EUR";"34.97";"34.97";"34.97";"34.97";"08/07/2011 11:30";"CET";"1";"-"
"FONCIERE SEPRIC";"FR0004031292";"SPRIC";"NYSE Euronext Paris";"EUR";"8.25";"8.25";"8.25";"8.25";"07/09/2012 11:30";"CET";"1";"8.25"
"FONCIERE VOLTA";"FR0000053944";"SPEL";"NYSE Euronext Paris";"EUR";"4.12";"4.37";"4.12";"4.37";"05/09/2012 16:30";"CET";"4099";"17887.88"
"FONCINEAABSASEP12";"FR0010964247";"INEBS";"NYSE Euronext Paris";"EUR";"0.07";"0.07";"0.07";"0.07";"19/04/2012 09:33";"CET";"40";"2.80"
"FONDIARIA SAI";"IT0004827447";"FSAm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FOOT LOCKER";"US3448491049";"FOOTL";"Traded not listed Amsterdam";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORD MOTOR";"US3453708600";"FORDP";"NYSE Euronext Paris";"EUR";"7.96";"8.06";"7.96";"8.06";"07/09/2012 12:18";"CET";"300";"2393.00"
"FORD MOTOR";"US3453708600";"Fn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORD MOTOR CERT";"BE0004571122";"F";"NYSE Euronext Brussels";"EUR";"7.95";"7.95";"7.95";"7.95";"07/09/2012 16:30";"CET";"500";"3975.00"
"FORE.AGRICOLE SAFA";"FR0000060295";"MLSAF";"Marché Libre Paris";"EUR";"47.25";"47.25";"47.25";"47.25";"07/09/2012 15:00";"CET";"49";"2315.25"
"FORESTIERE EQUAT.";"CI0000053161";"FORE";"NYSE Euronext Paris";"EUR";"339.00";"339.00";"339.00";"339.00";"30/07/2012 16:30";"CET";"7";"2373.00"
"FORG.TRIE CHATEAU";"FR0000064990";"MLFTC";"Marché Libre Paris";"EUR";"9.00";"9.00";"9.00";"9.00";"23/08/2012 15:00";"CET";"500";"4500.00"
"FORNIX BIOSCIENCES";"NL0000439990";"FORBI";"NYSE Euronext Amsterdam";"EUR";"0.66";"0.66";"0.66";"0.66";"07/09/2012 11:26";"CET";"675";"445.50"
"FORTUM";"FI0009007132";"FUM1Vh";"NYSE Arca Europe";"EUR";"15.16";"15.25";"15.16";"15.18";"07/09/2012 17:17";"CET";"570";"52932.65"
"FORTUNA ENTERTAINM";"NL0009604859";"FORTUk";"NYSE Arca Europe";"CZK";"-";"-";"-";"-";"-";"-";"-";"-"
"FOUNTAIN";"BE0003752665";"FOU";"NYSE Euronext Brussels";"EUR";"11.25";"11.55";"11.25";"11.55";"07/09/2012 16:30";"CET";"1413";"16245.15"
"FOUNTAINE PAJOT";"FR0010485268";"ALFPC";"NYSE Alternext Paris";"EUR";"6.00";"6.00";"5.96";"5.96";"07/09/2012 12:39";"CET";"626";"3740.32"
"FOYER";"LU0112960504";"FOY";"NYSE Euronext Brussels";"EUR";"45.29";"45.29";"45.29";"45.29";"07/09/2012 09:00";"CET";"1";"45.29"
"FRANCAISE DE DECO.";"FR0000072589";"MLFDD";"Marché Libre Paris";"EUR";"0.90";"0.90";"0.90";"0.90";"06/09/2012 15:00";"CET";"495";"445.50"
"FRANCE CHAUFFAGE";"FR0004260479";"MLFRC";"Marché Libre Paris";"EUR";"37.99";"37.99";"37.99";"37.99";"29/06/2012 15:00";"CET";"1";"37.99"
"FRANCE TELECOM";"FR0000133308";"FTE";"NYSE Euronext Paris";"EUR";"10.69";"10.825";"10.57";"10.61";"07/09/2012 17:35";"CET";"22592723";"142883529.82"
"FRANCE TELECOM NV";"FR0011170075";"FTN13";"NYSE Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FRAPORT";"DE0005773303";"FRAd";"NYSE Arca Europe";"EUR";"38.285";"38.725";"38.205";"38.205";"14/12/2011 17:19";"CET";"549";"-"
"FRED OLSEN ENERGY";"NO0003089005";"FOEo";"NYSE Arca Europe";"NOK";"190.40";"190.40";"190.40";"190.40";"11/06/2012 17:16";"CET";"53";"10091.20"
"FREELANCE.COM";"FR0004187367";"ALFRE";"NYSE Alternext Paris";"EUR";"1.40";"1.40";"1.40";"1.40";"30/08/2012 15:30";"CET";"601";"841.40"
"FREEPORT MCMORAN C";"US35671D8570";"FCXn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FRESENIUS MED.CARE";"DE0005785802";"FMEd";"NYSE Arca Europe";"EUR";"57.16";"57.21";"57.16";"57.21";"06/09/2012 12:29";"CET";"78";"14978.67"
"FRESENIUS SE";"DE0005785604";"FREd";"NYSE Arca Europe";"EUR";"87.11";"87.11";"87.11";"87.11";"03/09/2012 10:38";"CET";"16";"1393.76"
"FRESNILLO";"GB00B2QPKJ12";"FRESl";"NYSE Arca Europe";"GBP";"1700.00";"1700.00";"1668.00";"1668.00";"06/09/2012 13:46";"CET";"201";"4420068.00"
"FREY";"FR0010588079";"FREY";"NYSE Euronext Paris";"EUR";"15.47";"15.47";"15.47";"15.47";"07/09/2012 11:30";"CET";"1";"15.47"
"FRIENDSCLEAR";"FR0010829655";"MLFCL";"Marché Libre Paris";"EUR";"4.08";"4.08";"4.08";"4.08";"26/06/2012 15:00";"CET";"11";"44.88"
"FROMAGERIES BEL";"FR0000121857";"FBEL";"NYSE Euronext Paris";"EUR";"182.00";"182.00";"182.00";"182.00";"07/09/2012 11:30";"CET";"53";"9646.00"
"FRONTLINE";"BMG3682E1277";"FROo";"NYSE Arca Europe";"NOK";"-";"-";"-";"-";"-";"-";"-";"-"
"FUCHS PETROLUB AG";"DE0005790430";"FPE3d";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FUDAKIN";"HK0000058989";"MLKIN";"Marché Libre Paris";"EUR";"11.00";"11.00";"11.00";"11.00";"19/12/2011 15:00";"CET";"500";"5500.00"
"FUGRO";"NL0000352565";"FUR";"NYSE Euronext Amsterdam";"EUR";"49.50";"50.68";"49.50";"49.855";"07/09/2012 17:35";"CET";"463584";"21937342.93"
"FUT.CLUBE PORTO";"PTFCP0AM0008";"FCP";"NYSE Euronext Lisbon";"EUR";"0.38";"0.38";"0.38";"0.38";"07/09/2012 21:30";"BST";"300";"114.00"
"G.A.I.";"FR0000053415";"MLGAI";"Marché Libre Paris";"EUR";"98.00";"98.00";"98.00";"98.00";"28/01/2011 15:00";"CET";"1";"-"
"G.OPEN BSAAR1014";"FR0010518654";"OPBSR";"NYSE Euronext Paris";"EUR";"0.33";"0.33";"0.33";"0.33";"08/06/2012 13:24";"CET";"586";"193.38"
